customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update
18,2,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,22,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
19,1,RUTH,MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,23,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
20,2,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,24,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
21,1,MICHELLE,CLARK,MICHELLE.CLARK@sakilacustomer.org,25,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
22,1,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,26,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
23,2,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,27,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,28,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
25,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,29,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,31,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,32,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
29,2,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,33,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
30,1,MELISSA,KING,MELISSA.KING@sakilacustomer.org,34,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
31,2,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,35,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
32,1,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,36,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
33,2,ANNA,HILL,ANNA.HILL@sakilacustomer.org,37,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
34,2,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,38,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
35,2,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,39,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
36,2,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,40,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
37,1,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,41,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,42,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
39,1,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,43,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
40,2,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,44,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
41,1,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,45,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
42,2,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,46,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,47,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
44,1,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,48,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
45,1,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,49,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,50,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
47,1,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,51,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
48,1,ANN,EVANS,ANN.EVANS@sakilacustomer.org,52,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,53,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
50,1,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,54,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,55,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
52,1,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,56,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
53,1,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,57,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
54,1,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,58,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
55,2,DORIS,REED,DORIS.REED@sakilacustomer.org,59,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
56,1,GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,60,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
57,2,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,61,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
58,1,JEAN,BELL,JEAN.BELL@sakilacustomer.org,62,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
59,1,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,63,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
60,1,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,64,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
61,2,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,65,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
62,1,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,66,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
63,1,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,67,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
64,2,JUDITH,COX,JUDITH.COX@sakilacustomer.org,68,false,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
65,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,69,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
66,2,JANICE,WARD,JANICE.WARD@sakilacustomer.org,70,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,71,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
68,1,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,72,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,73,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,74,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
71,1,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,75,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,76,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,77,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,81,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,83,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,85,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,87,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,89,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,91,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,92,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,93,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,false,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,false,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,true,2006-02-14T22:04:36.000+05:30,2006-02-15T04:57:20.000+05:30
